Label,Count
type-dispatch,1
package-interaction,1
pkg-management,1
abstract-types,1
pkg,1
annotated-strings,1
merge-issue,1
domain:julia-language,1
topic:exceptions,1
core-julia,1
revise,1
julia-compiler,1
broadcasting,1
bounds-error,1
type-inconsistency,1
subtype-issue,1
type-theory,1
dates,1
alternative,1
command-line-error,1
package-override,1
tool-behavior,1
dbt,1
uv-list,1
rye-issue,1
library-installation-failure,1
library-availability,1
development-environment,1
cross-platform-issues,1
uv-loop,1
python-execution,1
git-integration,1
mono-repo,1
implementation-agnostic,1
group-management,1
resolution-conflict,1
configuration-issues,1
python-deployment,1
private-repos,1
rust-crate,1
configuration-file,1
warning-message,1
category:-release-planning,1
wheel-support,1
linux-support,1
dependency-constraint,1
virtual-workspaces,1
configuration-options,1
uv-export,1
requirements-generation,1
topic:-export,1
topic:-requirements,1
topic:-python-agnostic,1
python-version,1
pip-interface,1
tool-configuration,1
artifactory,1
uv-index,1
credentials-authentication,1
basic-authentication,1
logic-issue,1
data-leak,1
installation-options,1
lockfile-mismatch,1
stdin,1
virtualenv,1
cli-issues,1
pyproject,1
version-specification,1
python-environment,1
python-project,1
tool-integration,1
agpl,1
reinstall,1
branch-resolution,1
good-first-pr,1
command-line-utility,1
pep723,1
pip-tools-alternative,1
constraint-validation,1
cli-feature,1
export-command,1
domain:-containerization,1
issue:-image,1
requirements-txt,1
editable-packages,1
package-dependencies,1
package-versions,1
cross-version,1
simplified-management,1
command-usage,1
optional-dependencies,1
uv-commands,1
uv-library,1
cli-commands,1
self-update,1
uv-receipt,1
editable-installs,1
lockfiles,1
monorepos,1
python-dependencies,1
uv-sync,1
progress-reporting,1
type:-regression,1
preservation,1
unstable-sorting,1
version-selection,1
package-compiler,1
code-organization,1
slowdown,1
tool-optimization,1
type-annotations,1
domain:-dependency,1
topic:-resolver,1
command-issue,1
topic:toml-support,1
uv-package,1
uv-lock,1
topic:-uv,1
invalid-toml,1
topic:-environment-variables,1
project-environment,1
binary-installation,1
source-installation,1
dev-dependencies,1
permissions-issue,1
linux-issue,1
environment-layering,1
project-isolation,1
application-deployment,1
execution-context,1
api/cli,1
uv-project,1
tool-api,1
domain:-windows,1
resolution-strategy,1
universal-versioning,1
domain:-dependencies,1
priority:-medium,1
data-redaction,1
metadata-protection,1
wheel,1
python-abi,1
package-build-issue,1
python-package-issue,1
prioritization,1
conditional-dependencies,1
git-workspaces,1
library-resolution,1
expression-normalization,1
universal-binary,1
category:optimization,1
progress-indicator,1
type:-cache,1
domain:toolchain,1
domain:library,1
missing-binary,1
marker-management,1
type:-logic,1
type:-usability,1
universal-locking,1
locking-mechanism,1
category:-build,1
package-compilation,1
environment-markers,1
forks,1
prerelease,1
index-url,1
simple-repository,1
topic:cleanup,1
index-strategy,1
python-stdlib,1
uv-issues,1
topic:-uv-pip-tree,1
requirements-management,1
xdg-spec,1
topic:-packaging,1
snapshot-test-failure,1
build-system-issue,1
rust-testing-issue,1
python-testing-issue,1
domain:-pip,1
deduplication,1
library-optimization,1
file-system-operations,1
maintenance-concerns,1
alternative-solution,1
dependency-breakage,1
pyside6,1
conda-integration,1
category:-url-handling,1
topic:-uri-resolution,1
spawn,1
execution-error,1
import-behavior,1
rust-optimization,1
requirements-conflict,1
setup-and-installation,1
python-executable,1
distribution-packaging,1
feature:-registry-support,1
pip-support,1
domain:-build-system,1
slider,1
component-variant,1
vuetify-features,1
textarea,1
input-forms,1
shadow-dom,1
dom-error,1
file-input,1
vue-component,1
expansion-panel,1
default-state,1
input-formats,1
number-input,1
readonly-state,1
component/v-progress-linear,1
scoping,1
ref,1
onmounted,1
carousel,1
class-prop,1
combobox,1
form-control,1
front-end,1
input-component,1
composition-api,1
selection-issue,1
vuetify-component,1
hint,1
underline,1
async-data,1
vuetify-components,1
javascript-type-errors,1
documentation-mismatch,1
prop-validation,1
responsive-design,1
luxon,1
vuetify-playground,1
font-awesome,1
readonly-mode,1
rgba,1
php-interpreter,1
object-serialization,1
uninitialized-access,1
libzip,1
ext/zip,1
macro-redefinition,1
c-standard-library,1
optimizer-bug,1
proc-open,1
zts,1
stream-filter,1
mime-content-type,1
file-cache,1
zend-jit,1
sanitizer-warning,1
invalid-parameter,1
rfc1867,1
dom-implementation,1
reflection-class,1
com-extension,1
snmp,1
type-juggling,1
system-status,1
magic-calls,1
domain:php,1
domain:opcache,1
gmp,1
external-symbols,1
domain-php-core,1
category-security,1
category-runtime-error,1
domain-net,1
open-basedir,1
bypass,1
ftp,1
polling,1
deprecated-function,1
stream-wrappers,1
data-format,1
unsafe-access,1
uninitialized,1
lazy-objects,1
unintended-behavior,1
image-manipulation,1
domain-validation,1
filter-validation,1
filter-var,1
hostname-validation,1
coroutine,1
redeclaration-error,1
subcategory-type-system,1
area-jit,1
domdocument,1
core-php,1
date-and-time,1
math-overflow,1
odbc,1
soap-client,1
domain-cryptography,1
output-buffering,1
type:-ci-failure,1
domain-string-manipulation,1
core-issue,1
spl-heap,1
zlib-extension,1
out-of-range-value,1
xpath,1
persistent-connection,1
uninitialized-object,1
extention,1
ubsan,1
php-parser,1
bcmath,1
domain:gd,1
domain:graphics,1
domain:image-processing,1
type:runtime-error,1
ext/calendar,1
type-overflow,1
domain:core,1
category:integer-overflow,1
file-handle,1
expression-validation,1
php-std,1
core-engine,1
webserver,1
header,1
zend-memory-manager,1
hash-table,1
domain-time,1
subcategory-arithmetic,1
domain-date-time,1
category-overflow,1
domain-integer,1
endianess,1
jvm-jit,1
operator-behavior,1
strict-typing,1
ext-spl,1
opcache-issue,1
jit-issue,1
core-assertion,1
xml-parser,1
inference-engine,1
category-pdo,1
subcategory-type,1
mime-type,1
domain:php-compiler,1
domain:language-interop,1
category:compatibility,1
php-8.4,1
domain-numerics,1
severity-crash,1
enumeration,1
tracing-jit-issue,1
code-size,1
just-in-time-compilation,1
c-crash,1
unexpected-output,1
ext-overflow,1
visibility-control,1
scanf,1
library-version-issue,1
configure-issue,1
unix-platform,1
reproducible-bug,1
header-checks,1
property-initialization,1
php-optimization,1
avx,1
heap-corruption,1
php-jit,1
custom-stream-wrapper,1
php-features,1
php-internals,1
intl,1
ext/phar,1
stream-wrapper,1
integer-type,1
pear-support,1
php-standard,1
domain:-c-standard-library,1
bug-type:-undefined-behavior,1
category:-extension-bug,1
core-component,1
domain-date,1
subcategory-numeric,1
dom-document,1
xinclude,1
memory-limit,1
sapi-issue,1
php-ext,1
incompatible-types,1
shmop-extension,1
method-visibility,1
visibility-issue,1
httpd,1
zend-cfg,1
ext-extensions,1
domain-core,1
topic-iterator,1
topic-extension,1
topic-null-pointer,1
language-interpreter,1
heredoc,1
string-literal,1
test-suite,1
network-access,1
autoloader,1
dom-element,1
class-declaration,1
c-compiler-issue,1
io-issues,1
url-rewriting,1
php-stream,1
observer-api,1
multibyte-string,1
server-crash,1
memory-profiling,1
mysqlnd,1
weak-references,1
circular-reference,1
unix-domain-sockets,1
socket-api,1
platform-compatibility,1
garbage-collector,1
boolean-value,1
configuration-parsing,1
splfixedarray,1
symfony,1
jitsync,1
behaviour,1
multi-process,1
preload,1
class-initialization,1
laravel,1
php-internal-function,1
parameter-handling,1
null-pointer-issue,1
finfo,1
gcc-issue,1
warning-option,1
copy-paste-issue,1
portability-issue,1
loop-performance,1
array-handling,1
foreach-loop,1
php-issues,1
range-function,1
target-platform,1
array-pointer-behavior,1
programming-language-issues,1
std-thread,1
ast-issue,1
area:-std,1
compiler-rt,1
invalid-value,1
builtin,1
format-string,1
compilation-target,1
tokenization,1
language-translation,1
struct-definition,1
argument,1
ziglang,1
slow-tests,1
calling-conventions,1
builtin-removal,1
zig,1
domain:language,1
domain:compiler,1
language-extension,1
test-execution,1
function-prototype,1
crt-issue,1
runtime-problem,1
code-maintenance,1
symbolic-link,1
ziglink,1
undefined-type,1
whole-cache-mode,1
type:library,1
domain:posix,1
topic:api-consistency,1
topic:missing-function-handling,1
zig-language,1
union-types,1
build-runner,1
hot-code-swapping,1
memory-alignment,1
symbol-visibility,1
duplicate-symbols,1
reference-semantics,1
type-coercion,1
c-translation,1
library-linkage,1
package-metadata,1
stat-system-call,1
object-file,1
format-conversion,1
behavioral-issue,1
cpu-feature-detection,1
github-release,1
target-os,1
os-features,1
library-ecosystem,1
api-evolution,1
feature-detection,1
invalid-debug-info,1
unreachable-function,1
zig-compiler,1
capture-values,1
compile-time-evaluation,1
function-semantics,1
scaling-issue,1
load-schema,1
schema-version,1
sessionctx,1
scan-task,1
region,1
fault-injection,1
tso,1
mysql-protocol,1
data-warehouse,1
lightning-import,1
concurrent-map-iteration,1
audit,1
plan-cache,1
topic/performance,1
topic/query-optimization,1
cascading-failure,1
kv,1
tuning,1
high-concurrency,1
sql-parser,1
sql-feature,1
ti-proxy,1
traffic-management,1
sql-client,1
database-indexing,1
storage-performance,1
transactional-integrity,1
load,1
instance-plan-cache,1
global-configuration,1
variable-setting,1
database-logic-error,1
pitr,1
log-redaction,1
sensitivity,1
semi-join,1
hash-join,1
data-distribution,1
aggregate,1
internal-testing,1
global-index,1
dist-task,1
read,1
backup-recovery,1
sysvar-validation,1
admin-check,1
cost-model,1
sql-optimizer,1
pruning,1
latency,1
data-accuracy,1
reorganize,1
increment,1
parallel,1
auto-id-cache,1
sequence,1
transactional-consistency,1
timed-read,1
compaction,1
parallel-processing,1
exchange,1
info-schema,1
locking-issue,1
language-optimization,1
logic-error,1
failing-upgrade,1
reentrant-ddl,1
resource-control,1
timeliness,1
scan,1
job,1
timedout-values,1
range-error,1
domain:-indexing,1
topic:-vector-index,1
atomicity,1
read-isolation,1
decode,1
titanicdb,1
context-packages,1
admin,1
window-functions,1
temp-table,1
id,1
regions-api,1
infomodel,1
snapshot-read,1
analyze-table,1
sort-function,1
explain-plan,1
idempotence,1
batch-modification,1
users,1
incremental-backup,1
jobs,1
workers,1
timelimit,1
infocache,1
domain:-tidb,1
component:-infoschema,1
feature-deprecation,1
geo-partitioning,1
read-replication,1
lock,1
read-write,1
restrictions,1
join-optimization,1
tidsql,1
variable-management,1
sensitive-data,1
concurrency-control,1
optimistic-concurrency-control,1
write-conflict,1
tidb-language,1
mysql-connector,1
tidb-integration,1
lock-mechanism,1
batch-mode,1
dumpling,1
data-export,1
distributed-transaction,1
location,1
unique-constraint,1
pd-ctl,1
null,1
domain-issue,1
limit-operator,1
join-operation,1
tidb-internal,1
sst,1
update-operation,1
resource-groups,1
denial-of-service,1
coprocessor,1
rpc-server,1
component/tidb,1
domain/storage,1
topic/restore,1
topic/br,1
domain:-release-management,1
constant-overflow,1
partition,1
resource-usage,1
mysql-auth,1
tidb-auth,1
plugin-auth,1
tracker,1
privilege-escalation,1
async-merge,1
cachemanagement,1
sql-hints,1
out-of-range,1
window-execution,1
pointer-dereference,1
planner-executor,1
predicate-pushdown,1
design-change,1
design-pattern,1
slow-log,1
extension-system,1
pdms,1
dependency-check,1
domain:-json,1
alter-table,1
slow-query,1
system-tables,1
redaction,1
decimal,1
storage-characteristics,1
mvcc,1
feature/expression-default-values,1
category/test,1
ticdc,1
encoding-error,1
functionality-issue,1
kv-stream,1
store-id,1
variables-info,1
system-variables,1
vim-func,1
vim9-scripting,1
scripting-language,1
ui-issues,1
domain:file-handling,1
feature:undo,1
category:behavior,1
decompression,1
statusline,1
domain:-vim,1
latex-support,1
recording,1
lua,1
boolean,1
character-class,1
scp,1
vim-browsing,1
multibyte,1
virtual-text,1
vim-ide,1
extension-proposal,1
wayland,1
editor-enhancement,1
loclist,1
behavior-preservation,1
diff-mode,1
regular-expression,1
vim-options,1
coordinates,1
screen-buffer,1
vim-help,1
save-strategy,1
text-object,1
file-type-detection,1
confirmations,1
floating-point-error,1
callback,1
fuzzy-matching,1
prop-add,1
buffer-identification,1
regexp,1
deletion,1
desktop-files,1
class-hierarchy,1
ftplugin,1
angular-support,1
syntax-detection,1
class-inheritance,1
double-free,1
vim-mapping,1
coding-standards,1
new-filetype,1
null-object,1
paste-issue,1
input-handling,1
domain:-editing,1
wrapping,1
yanking,1
domain/filetypes,1
domain/syntax-highlighting,1
domain/vimscript,1
area/runtime-files,1
area/filetype-plugins,1
vimrc,1
bug-reporting,1
highlight-groups,1
dict,1
domain:filetypes,1
domain:plugins,1
domain:text-objects,1
type:vi-improper,1
plugin-suggestion,1
help-improvement,1
filetype-plugin,1
class-import,1
plugin-autoload,1
help-documentation,1
vim-neovim-comparison,1
syntax-coloring,1
man-page,1
vim-extensions,1
tabstops,1
productivity-feature,1
matchit,1
filetype,1
type:indentation,1
domain:filetype,1
topic:vim-configuration,1
topic:plugin-improvement,1
vim-commands,1
spell-checking,1
cursor-positioning,1
plugins-agnostic,1
xdg-compliance,1
config-management,1
editor-features,1
command-line-commands,1
plugin-proposal,1
constant-modification,1
gui-cui-difference,1
c-bug,1
core-vim,1
c-vulnerability,1
syntax-features,1
vim9-support,1
domain:file-management,1
domain:remote-access,1
topic:filetype-detection,1
initializers,1
classes,1
pam,1
po,1
search-and-replace,1
c-issues,1
c-defect,1
vim-defect,1
9script,1
reformatting,1
split-screen,1
completion-menu,1
keymap,1
vim-mode,1
option-management,1
vim-plugin-issues,1
mode-switching,1
vi-emulation,1
gtk,1
language-configuration,1
community-maintained,1
man,1
echomsg,1
console-output,1
hotkeys,1
windows-emulation,1
